codmpio,municipio,depto,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor,tratamiento,alf_A1938,alf_A1951,alf_A1964,alf_A1973,numero_prestamos,CP - Promedio,MP - Promedio,LP - Promedio,T - Promedio
25785,Tabio,Cundinamarca,0,0,0,0,0,0,0,0,0,0,2238,0,10315,0,0,0,0,0
25793,Tausa,Cundinamarca,0,0,0,0,0,0,0,0,0,0,0,584,2420,0,0,0,0,0
25797,Tena,Cundinamarca,0,0,0,0,0,0,0,0,0,3848,3050,5506,5680,0,0,0,0,0
25799,Tenjo,Cundinamarca,0,0,0,0,0,0,0,0,0,10310,11833,19408,20991,0,0,0,0,0
25805,Tibacuy,Cundinamarca,0,0,0,0,0,0,0,0,0,3569,4956,9451,11788,0,0,0,0,0
25807,Tibirita,Cundinamarca,0,0,0,0,0,0,0,0,0,3639,4546,8485,9860,0,0,0,0,0
25815,Tocaima,Cundinamarca,1658,2704.14,462,3149.78,68,32.89,2188,5886.81,1,2253,2722,6400,5344,6,450.69,524.9633333,5.481666667,981.135
25817,Tocancipá,Cundinamarca,0,0,0,0,0,0,0,0,0,4688,6597,11923,10242,0,0,0,0,0
25823,Topaipí,Cundinamarca,0,0,0,0,0,0,0,0,0,0,0,3960,3999,0,0,0,0,0
25839,Ubalá,Cundinamarca,0,0,0,0,0,0,0,0,0,3040,5684,8295,10554,0,0,0,0,0
25841,Ubaque,Cundinamarca,0,0,0,0,0,0,0,0,0,1601,2131,2665,4368,0,0,0,0,0
25851,Útica,Cundinamarca,751,1408.67,434,3343.84,34,78.81,1219,4831.32,1,578,413,931,299,6,234.7783333,557.3066667,13.135,805.22
25867,Vianí,Cundinamarca,0,0,0,0,0,0,0,0,0,3782,4215,6416,8062,0,0,0,0,0
25871,Villagómez,Cundinamarca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25873,Villapinzón,Cundinamarca,0,0,0,0,0,0,0,0,0,1829,4204,7377,9913,0,0,0,0,0
25878,Viotá,Cundinamarca,3299,9526.54,512,4235.48,567,97.08,4378,13859.1,1,1395,2268,3947,4822,7,1360.934286,605.0685714,13.86857143,1979.871429
25885,Yacopí,Cundinamarca,0,0,0,0,0,0,0,0,0,3459,1404,5701,4617,0,0,0,0,0
25898,Zipacón,Cundinamarca,0,0,0,0,0,0,0,0,0,4105,6378,12128,15652,0,0,0,0,0
27001,Quibdó,Chocó,3251,1793.23,228,980.05,0,0,3479,2773.3,1,0,0,0,0,9,199.2477778,108.8944444,0,308.1444444
27006,Acandí,Chocó,0,0,0,0,0,0,0,0,0,0,3693,4541,5380,0,0,0,0,0
27025,Alto Baudo,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27050,Atrato,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27073,Bagadó,Chocó,0,0,0,0,0,0,0,0,0,4411,6324,6665,14230,0,0,0,0,0
27075,Bahía Solano,Chocó,0,0,0,0,0,0,0,0,0,0,9365,8477,6457,0,0,0,0,0
27077,Bajo Baudó,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27099,Bojaya,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27135,El Cantón del San Pablo,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27150,Carmen del Darien,Chocó,0,0,0,0,0,0,0,0,0,0,0,98271,151548,0,0,0,0,0
27160,Cértegui,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27205,Condoto,Chocó,0,0,0,0,0,0,0,0,0,1537,2114,2087,4501,0,0,0,0,0
27245,El Carmen de Atrato,Chocó,826,3307.79,467,2218.38,117,50.04,1410,5576.19,1,1087,1131,3772,6287,6,551.2983333,369.73,8.34,929.365
27250,El Litoral del San Juan,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27361,Istmina,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27372,Juradó,Chocó,0,0,0,0,0,0,0,0,0,2234,2187,2660,3751,0,0,0,0,0
27413,Lloró,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27425,Medio Atrato,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27430,Medio Baudó,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27450,Medio San Juan,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27491,Nóvita,Chocó,0,0,0,0,0,0,0,0,0,0,9742,11977,12947,0,0,0,0,0
27495,Nuquí,Chocó,0,0,0,0,0,0,0,0,0,0,9598,11225,15604,0,0,0,0,0
27580,Río Iro,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27600,Río Quito,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27615,Riosucio(2),Chocó,0,0,0,0,0,0,0,0,0,0,2897,4789,6271,0,0,0,0,0
27660,San José del Palmar,Chocó,0,0,0,0,0,0,0,0,0,0,14739,32513,41773,0,0,0,0,0
27745,Sipí,Chocó,0,0,0,0,0,0,0,0,0,691,1022,1485,3357,0,0,0,0,0
27787,Tadó,Chocó,0,0,0,0,0,0,0,0,0,7947,9896,11963,22119,0,0,0,0,0
27800,Unguía,Chocó,0,0,0,0,0,0,0,0,0,0,5625,7584,9568,0,0,0,0,0
27810,Unión Panamericana,Chocó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41013,Agrado,Huila,0,0,0,0,0,0,0,0,0,7052,8827,15145,17253,0,0,0,0,0
41016,Aipe,Huila,0,0,0,0,0,0,0,0,0,4439,5343,6587,8849,0,0,0,0,0
41020,Algeciras,Huila,1009,164.41,665,168.77,79,33.88,1753,367.07,1,0,5370,6887,11352,3,54.80333333,56.25666667,11.29333333,122.3566667
41026,Altamira,Huila,0,0,0,0,0,0,0,0,0,1142,982,4347,3572,0,0,0,0,0
41132,Campoalegre,Huila,570,64.13,299,60.08,89,8.78,958,132.99,1,0,1287,2959,6693,2,32.065,30.04,4.39,66.495
41206,Colombia,Huila,0,0,0,0,0,0,0,0,0,1630,1249,2283,3550,0,0,0,0,0
41244,Elías,Huila,0,0,0,0,0,0,0,0,0,0,5684,6971,9580,0,0,0,0,0
41306,Gigante,Huila,2445,2633.17,1415,4289.61,181,43.63,4041,6966.39,1,1195,1092,2301,0,6,438.8616667,714.935,7.271666667,1161.065
41319,Guadalupe,Huila,985,98.3,718,177.52,47,21.07,1750,296.89,1,0,753,1204,2273,3,32.76666667,59.17333333,7.023333333,98.96333333
41349,Hobo,Huila,0,0,0,0,0,0,0,0,0,0,1207,4103,6904,0,0,0,0,0
41357,Iquira,Huila,0,0,0,0,0,0,0,0,0,0,2802,3343,3267,0,0,0,0,0
41359,Isnos,Huila,193,45.25,86,22.84,1,0.53,280,68.62,1,0,0,0,0,1,45.25,22.84,0.53,68.62
41378,La Argentina,Huila,0,0,0,0,0,0,0,0,0,0,2074,1955,2664,0,0,0,0,0
41483,Nátaga,Huila,0,0,0,0,0,0,0,0,0,0,0,8457,9190,0,0,0,0,0
41503,Oporapa,Huila,0,0,0,0,0,0,0,0,0,0,0,14704,18201,0,0,0,0,0
41518,Paicol,Huila,0,0,0,0,0,0,0,0,0,0,3124,6427,11611,0,0,0,0,0
41530,Palestina,Huila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41548,Pital,Huila,0,0,0,0,0,0,0,0,0,0,0,825,929,0,0,0,0,0
41615,Rivera,Huila,0,0,0,0,0,0,0,0,0,0,3618,3489,5817,0,0,0,0,0
41660,Saladoblanco,Huila,0,0,0,0,0,0,0,0,0,0,6509,5126,11397,0,0,0,0,0
41676,Santa María,Huila,0,0,0,0,0,0,0,0,0,0,7780,11071,12938,0,0,0,0,0
41770,Suaza,Huila,0,0,0,0,0,0,0,0,0,0,726,3020,4283,0,0,0,0,0
41791,Tarqui,Huila,472,51.74,162,30.99,6,1.97,640,84.69,1,0,4755,4514,7514,1,51.74,30.99,1.97,84.69
41797,Tesalia,Huila,1991,13784.94,1556,25437.4,39,38.7,3586,39261.05,1,0,2554,4773,7042,9,1531.66,2826.377778,4.3,4362.338889
41799,Tello,Huila,564,103.42,662,114.29,59,24.2,1285,241.91,1,0,1662,4263,3930,2,51.71,57.145,12.1,120.955
41801,Teruel,Huila,213,61.56,88,37.08,22,9.64,323,108.28,1,0,1602,4263,9946,1,61.56,37.08,9.64,108.28
41807,Timaná,Huila,3721,11903.45,1193,8549.15,40,17.63,4954,20470.23,1,7084,8918,18798,28812,7,1700.492857,1221.307143,2.518571429,2924.318571
41872,Villavieja,Huila,0,0,0,0,0,0,0,0,0,0,1071,2186,4067,0,0,0,0,0
44035,Albania,La Guajira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44078,Barrancas,La Guajira,826,302.5,440,300.16,61,40.05,1327,642.71,1,0,3641,2856,4483,3,100.8333333,100.0533333,13.35,214.2366667
44090,Dibulla,La Guajira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44098,Distracción,La Guajira,0,0,0,0,0,0,0,0,0,0,5058,9764,0,0,0,0,0,0
44110,El Molino,La Guajira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44279,Fonseca,La Guajira,857,231.98,454,220.7,52,18.75,1363,471.43,1,0,1681,1703,2382,3,77.32666667,73.56666667,6.25,157.1433333
44378,Hatonuevo,La Guajira,0,0,0,0,0,0,0,0,0,0,5691,8951,7452,0,0,0,0,0
44420,La Jagua del Pilar,La Guajira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44430,Maicao,La Guajira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44560,Manaure,La Guajira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44847,Uribia,La Guajira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44855,Urumita,La Guajira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47030,Algarrobo,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47053,Aracataca,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47058,Ariguaní,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47161,Cerro San Antonio,Magdalena,0,0,0,0,0,0,0,0,0,2255,2363,3729,3974,0,0,0,0,0
47170,Chivolo,Magdalena,0,0,0,0,0,0,0,0,0,5989,0,14432,19332,0,0,0,0,0
47189,Ciénaga,Magdalena,2172,1532.64,1037,2579.68,37,2.52,3246,4114.85,1,0,5322,5036,8296,7,218.9485714,368.5257143,0.36,587.8357143
47205,Concordia,Magdalena,0,0,0,0,0,0,0,0,0,0,5914,4880,8427,0,0,0,0,0
47258,El Piñon,Magdalena,0,0,0,0,0,0,0,0,0,8447,8794,12264,12371,0,0,0,0,0
47268,El Retén,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47318,Guamal,Magdalena,1227,117.07,1299,214.4,59,9.97,2585,341.44,1,3485,4134,5854,5649,3,39.02333333,71.46666667,3.323333333,113.8133333
47460,Nueva Granada,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47541,Pedraza,Magdalena,0,0,0,0,0,0,0,0,0,6300,0,10760,14193,0,0,0,0,0
47545,Pijiño del Carmen,Magdalena,0,0,0,0,0,0,0,0,0,68432,0,428963,717430,0,0,0,0,0
47551,Pivijay,Magdalena,1371,119.84,819,228.5,39,5,2229,353.34,1,655,687,848,1559,3,39.94666667,76.16666667,1.666666667,117.78
47570,Puebloviejo,Magdalena,0,0,0,0,0,0,0,0,0,1555,1394,2144,2257,0,0,0,0,0
47605,Remolino,Magdalena,0,0,0,0,0,0,0,0,0,220728,431654,0,0,0,0,0,0,0
47660,Sabanas de San Angel,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47675,Salamina,Magdalena,0,0,0,0,0,0,0,0,0,799,848,1548,1838,0,0,0,0,0
47692,San Sebastián de Buenavista,Magdalena,0,0,0,0,0,0,0,0,0,17456,0,47666,61564,0,0,0,0,0
47703,San Zenón,Magdalena,0,0,0,0,0,0,0,0,0,9349,0,46799,79432,0,0,0,0,0
47707,Santa Ana,Magdalena,493,65.05,382,142.16,1,0.55,876,207.76,1,5802,0,12827,12755,1,65.05,142.16,0.55,207.76
47720,Santa Bárbara de Pinto,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47745,Sitionuevo,Magdalena,0,0,0,0,0,0,0,0,0,2728,3269,6016,8891,0,0,0,0,0
47798,Tenerife,Magdalena,0,0,0,0,0,0,0,0,0,30841,0,70874,81001,0,0,0,0,0
47960,Zapayán,Magdalena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47980,Zona Bananera,Magdalena,0,0,0,0,0,0,0,0,0,0,2179,1784,2855,0,0,0,0,0
50006,Acacías,Meta,908,1223.72,1480,2141.46,153,314.88,2541,3680.06,1,0,0,0,0,3,407.9066667,713.82,104.96,1226.686667
50110,Barranca de Upía,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50124,Cabuyaro,Meta,0,0,0,0,0,0,0,0,0,3487,3156,10796,14507,0,0,0,0,0
50150,Castilla la Nueva,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50223,Cubarral,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50226,Cumaral,Meta,382,193.72,326,197.83,7,4.39,715,395.94,1,6868,0,13821,20517,1,193.72,197.83,4.39,395.94
50245,El Calvario,Meta,0,0,0,0,0,0,0,0,0,6461,0,13308,16686,0,0,0,0,0
50251,El Castillo,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50270,El Dorado,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50287,Fuente de Oro,Meta,127,96.6,237,457.46,73,92.7,437,646.76,1,0,0,0,0,1,96.6,457.46,92.7,646.76
50313,Granada,Meta,984,323.22,2043,625.78,58,47.67,3085,996.66,1,0,0,0,0,4,80.805,156.445,11.9175,249.165
50318,Guamal,Meta,2836,104654.59,7675,181877.64,248,590.58,10759,287122.8,1,0,0,0,0,7,14950.65571,25982.52,84.36857143,41017.54286
50325,Mapiripán,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50330,Mesetas,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50350,La Macarena,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50370,Uribe,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50400,Lejanías,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50450,Puerto Concordia,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50568,Puerto Gaitán,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50573,Puerto López,Meta,2397,67797.51,1628,53687.49,1,0.58,4026,121485.59,1,0,0,0,0,7,9685.358571,7669.641429,0.082857143,17355.08429
50577,Puerto Lleras,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50590,Puerto Rico,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50606,Restrepo,Meta,3624,19001.26,7874,46926.16,86,41.35,11584,65968.77,1,4488,0,11976,21309,7,2714.465714,6703.737143,5.907142857,9424.11
50680,San Carlos de Guaroa,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50683,San Juan de Arama,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50686,San Juanito,Meta,0,0,0,0,0,0,0,0,0,5764,0,11884,19509,0,0,0,0,0
50689,San Martín,Meta,1699,47932.75,7844,84699.57,65,59.85,9608,132692.16,1,0,0,0,0,7,6847.535714,12099.93857,8.55,18956.02286
50711,Vistahermosa,Meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52019,Albán,Nariño,0,0,0,0,0,0,0,0,0,4138,0,14173,19530,0,0,0,0,0
52022,Aldana,Nariño,0,0,0,0,0,0,0,0,0,9134,6488,8816,9800,0,0,0,0,0
52036,Ancuyá,Nariño,0,0,0,0,0,0,0,0,0,1525,2067,2824,3439,0,0,0,0,0
52051,Arboleda,Nariño,0,0,0,0,0,0,0,0,0,0,0,9612,11125,0,0,0,0,0
52079,Barbacoas,Nariño,0,0,0,0,0,0,0,0,0,4257,5377,9858,15293,0,0,0,0,0
52083,Belén,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52110,Buesaco,Nariño,0,0,0,0,0,0,0,0,0,2789,3434,5121,5679,0,0,0,0,0
52203,Colón,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52207,Consaca,Nariño,0,0,0,0,0,0,0,0,0,3986,5345,7880,7640,0,0,0,0,0
52210,Contadero,Nariño,4395,24907.85,1085,9601.44,96,86.61,5576,34595.9,1,3644,4417,7302,8503,7,3558.264286,1371.634286,12.37285714,4942.271429
52215,Córdoba,Nariño,0,0,0,0,0,0,0,0,0,2267,3060,4866,5795,0,0,0,0,0
52224,Cuaspud,Nariño,0,0,0,0,0,0,0,0,0,936,1364,2426,3355,0,0,0,0,0
52227,Cumbal,Nariño,0,0,0,0,0,0,0,0,0,1882,1860,2400,2984,0,0,0,0,0
52233,Cumbitara,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52240,Chachagüí,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52250,El Charco,Nariño,0,0,0,0,0,0,0,0,0,8542,0,19798,27608,0,0,0,0,0
52254,El Peñol,Nariño,0,0,0,0,0,0,0,0,0,24648,0,87678,126183,0,0,0,0,0
52256,El Rosario,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52258,El Tablón de Gómez,Nariño,0,0,0,0,0,0,0,0,0,3089,2603,4573,5106,0,0,0,0,0
52260,El Tambo,Nariño,773,41.45,774,68.73,64,9.67,1611,119.85,1,0,0,0,0,2,20.725,34.365,4.835,59.925
52287,Funes,Nariño,0,0,0,0,0,0,0,0,0,3009,4842,7632,9041,0,0,0,0,0
52317,Guachucal,Nariño,0,0,0,0,0,0,0,0,0,2416,2629,4105,4281,0,0,0,0,0
52320,Guaitarilla,Nariño,832,77.84,197,14.53,9,2.73,1038,95.1,1,7070,10024,15917,24819,1,77.84,14.53,2.73,95.1
52323,Gualmatán,Nariño,0,0,0,0,0,0,0,0,0,4171,5048,7033,8087,0,0,0,0,0
52352,Iles,Nariño,0,0,0,0,0,0,0,0,0,2575,3112,4265,4295,0,0,0,0,0
52354,Imués,Nariño,0,0,0,0,0,0,0,0,0,1730,2989,6819,12916,0,0,0,0,0
52381,La Florida,Nariño,0,0,0,0,0,0,0,0,0,3114,3143,4766,4957,0,0,0,0,0
52385,La Llanada,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52390,La Tola,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52405,Leiva,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52411,Linares,Nariño,0,0,0,0,0,0,0,0,0,8480,7189,9032,9270,0,0,0,0,0
52418,Los Andes,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52427,Magüi,Nariño,0,0,0,0,0,0,0,0,0,2463,2730,3210,3536,0,0,0,0,0
52435,Mallama,Nariño,0,0,0,0,0,0,0,0,0,12928,21321,42968,44771,0,0,0,0,0
52473,Mosquera,Nariño,0,0,0,0,0,0,0,0,0,4489,0,5505,6541,0,0,0,0,0
52480,Nariño,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52490,Olaya Herrera,Nariño,0,0,0,0,0,0,0,0,0,5224,0,10673,14483,0,0,0,0,0
52506,Ospina,Nariño,0,0,0,0,0,0,0,0,0,2386,2706,4239,4841,0,0,0,0,0
52520,Francisco Pizarro,Nariño,0,0,0,0,0,0,0,0,0,16455,0,25197,44677,0,0,0,0,0
52540,Policarpa,Nariño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52560,Potosí,Nariño,0,0,0,0,0,0,0,0,0,4219,5877,8828,10655,0,0,0,0,0
52565,Providencia,Nariño,0,0,0,0,0,0,0,0,0,6906,0,15028,17747,0,0,0,0,0
52573,Puerres,Nariño,0,0,0,0,0,0,0,0,0,2615,2763,4277,4883,0,0,0,0,0
52585,Pupiales,Nariño,0,0,0,0,0,0,0,0,0,772,827,1168,1277,0,0,0,0,0
52612,Ricaurte,Nariño,0,0,0,0,0,0,0,0,0,3685,2665,3102,3207,0,0,0,0,0
52621,Roberto Payán,Nariño,0,0,0,0,0,0,0,0,0,2610,1460,2150,2709,0,0,0,0,0
52685,San Bernardo,Nariño,0,0,0,0,0,0,0,0,0,10292,0,18280,22022,0,0,0,0,0
52687,San Lorenzo,Nariño,301,19.52,212,25.77,23,4.56,536,49.86,1,5642,6450,9726,7308,1,19.52,25.77,4.56,49.86
52693,San Pablo,Nariño,0,0,0,0,0,0,0,0,0,2783,3808,6581,8638,0,0,0,0,0
52694,San Pedro de Cartago,Nariño,0,0,0,0,0,0,0,0,0,8429,0,13648,15948,0,0,0,0,0
52696,Santa Bárbara,Nariño,0,0,0,0,0,0,0,0,0,2655,0,4491,6317,0,0,0,0,0
52699,Santacruz,Nariño,0,0,0,0,0,0,0,0,0,4583,5273,8775,8645,0,0,0,0,0
52720,Sapuyes,Nariño,0,0,0,0,0,0,0,0,0,6552,4467,10894,11469,0,0,0,0,0
52786,Taminango,Nariño,0,0,0,0,0,0,0,0,0,4245,2110,3016,2912,0,0,0,0,0
52788,Tangua,Nariño,0,0,0,0,0,0,0,0,0,2500,3223,4705,4662,0,0,0,0,0
52835,San Andres de Tumaco,Nariño,4240,28.8,945,28.33,11,0.45,5196,57.59,1,5621,0,12809,9341,5,5.76,5.666,0.09,11.518
52885,Yacuanquer,Nariño,0,0,0,0,0,0,0,0,0,1998,2444,3249,4169,0,0,0,0,0
54003,Abrego,Norte de Santander,0,0,0,0,0,0,0,0,0,7033,3.532,5553,4927,0,0,0,0,0
54051,Arboledas,Norte de Santander,3244,8089.3,596,1468.44,204,27.13,4044,9584.89,1,2587,3306,12551,13057,8,1011.1625,183.555,3.39125,1198.11125
54099,Bochalema,Norte de Santander,0,0,0,0,0,0,0,0,0,3644,4056,4501,4543,0,0,0,0,0
54109,Bucarasica,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54125,Cácota,Norte de Santander,0,0,0,0,0,0,0,0,0,1119,2068,6062,8881,0,0,0,0,0
54174,Chitagá,Norte de Santander,462,66.94,81,21.46,10,1.44,553,89.85,1,2119,2412,3555,4392,1,66.94,21.46,1.44,89.85
54206,Convención,Norte de Santander,3833,16776.93,1742,30653.81,246,60.34,5821,47491.08,1,1026,1506,5355,2784,8,2097.11625,3831.72625,7.5425,5936.385
54223,Cucutilla,Norte de Santander,0,0,0,0,0,0,0,0,0,857,1130,2051,2277,0,0,0,0,0
54239,Durania,Norte de Santander,2494,14036.21,434,1619.56,140,47.07,3068,15702.85,1,3584,2356,3862,3548,6,2339.368333,269.9266667,7.845,2617.141667
54245,El Carmen,Norte de Santander,0,0,0,0,0,0,0,0,0,8722,10105,16057,11655,0,0,0,0,0
54250,El Tarra,Norte de Santander,0,0,0,0,0,0,0,0,0,5645,0,16480,22502,0,0,0,0,0
54261,El Zulia,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54313,Gramalote,Norte de Santander,3499,9582.66,1206,5937.71,211,70.34,4916,15590.7,1,7724,0,7098,7204,8,1197.8325,742.21375,8.7925,1948.8375
54344,Hacarí,Norte de Santander,0,0,0,0,0,0,0,0,0,1063,1654,4041,3070,0,0,0,0,0
54347,Herrán,Norte de Santander,0,0,0,0,0,0,0,0,0,6549,4950,11875,13932,0,0,0,0,0
54377,Labateca,Norte de Santander,0,0,0,0,0,0,0,0,0,2192,4019,5880,6784,0,0,0,0,0
54385,La Esperanza,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54398,La Playa,Norte de Santander,0,0,0,0,0,0,0,0,0,6890,0,12263,11660,0,0,0,0,0
54405,Los Patios,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54418,Lourdes,Norte de Santander,0,0,0,0,0,0,0,0,0,2626,0,10161,11041,0,0,0,0,0
54480,Mutiscua,Norte de Santander,0,0,0,0,0,0,0,0,0,1187,1486,2134,2401,0,0,0,0,0
54520,Pamplonita,Norte de Santander,0,0,0,0,0,0,0,0,0,2483,3143,4181,6103,0,0,0,0,0
54553,Puerto Santander,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54599,Ragonvalia,Norte de Santander,0,0,0,0,0,0,0,0,0,2985,3422,5864,6024,0,0,0,0,0
54670,San Calixto,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54673,San Cayetano,Norte de Santander,0,0,0,0,0,0,0,0,0,2191,3232,5238,5057,0,0,0,0,0
54680,Santiago,Norte de Santander,0,0,0,0,0,0,0,0,0,1723,1874,3497,4058,0,0,0,0,0
54743,Silos,Norte de Santander,0,0,0,0,0,0,0,0,0,3734,3739,6023,6555,0,0,0,0,0
54800,Teorama,Norte de Santander,0,0,0,0,0,0,0,0,0,2475,3206,3212,3460,0,0,0,0,0
54810,Tibú,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54871,Villa Caro,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54874,Villa del Rosario,Norte de Santander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63111,Buenavista,Quindio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63190,Circasia,Quindio,0,0,0,0,0,0,0,0,0,2006,2352,3436,4183,0,0,0,0,0
63212,Córdoba,Quindio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63302,Génova,Quindio,456,278.19,207,206.46,24,54.34,687,538.99,1,0,0,0,0,3,92.73,68.82,18.11333333,179.6633333
63401,La Tebaida,Quindio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63470,Montenegro,Quindio,212,20.51,103,16.7,50,13.74,365,50.94,1,6842,9722,19406,35843,1,20.51,16.7,13.74,50.94
63594,Quimbaya,Quindio,1697,4071.44,599,3015.42,178,51.03,2474,7137.89,1,0,0,0,0,6,678.5733333,502.57,8.505,1189.648333
63690,Salento,Quindio,0,0,0,0,0,0,0,0,0,1754,1522,2581,4080,0,0,0,0,0
66075,Balboa,Risaralda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66088,Belén de Umbría,Risaralda,2003,4587.48,923,3226.79,166,38.92,3092,7853.19,1,2600,3217,4851,4791,7,655.3542857,460.97,5.56,1121.884286
66170,Dosquebradas,Risaralda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
